Dátum;Gép;Kezdő időpont;Kezdő időpont;Megrendelésszám
2020.12.27.;HEGESZTŐ-2;06:00;22:00;MEGR005
2020.12.27.;HEGESZTŐ-3;06:00;22:00;MEGR005
2020.12.27.;TESZTELŐ-1;06:00;22:00;MEGR005
2020.12.27.;FESTŐ-1;06:00;22:00;MEGR005
2020.12.27.;FESTŐ-2;06:00;22:00;MEGR005
2020.12.27.;FESTŐ-3;06:00;22:00;MEGR005
2020.12.27.;FESTŐ-4;06:00;22:00;MEGR005
2020.12.27.;CSOMAGOLÓ-1;06:00;22:00;MEGR005
2020.12.27.;CSOMAGOLÓ-2;06:00;22:00;MEGR005
2020.12.27.;CSOMAGOLÓ-3;06:00;22:00;MEGR005
2020.12.28.;HAJLÍTÓ-1;06:00;22:00;MEGR005
2020.12.28.;HAJLÍTÓ-2;06:00;22:00;MEGR005
2020.12.28.;HEGESZTŐ-1;06:00;22:00;MEGR005
2020.12.28.;HEGESZTŐ-2;06:00;22:00;MEGR005
2020.12.28.;HEGESZTŐ-3;06:00;22:00;MEGR005
2020.12.28.;TESZTELŐ-1;06:00;22:00;MEGR005
2020.12.28.;FESTŐ-1;06:00;22:00;MEGR005
2020.12.28.;FESTŐ-2;06:00;22:00;MEGR005
2020.12.28.;FESTŐ-3;06:00;22:00;MEGR005
2020.12.28.;FESTŐ-4;06:00;22:00;MEGR005
2020.12.28.;CSOMAGOLÓ-1;06:00;22:00;MEGR005
2020.12.28.;CSOMAGOLÓ-2;06:00;22:00;MEGR005
2020.12.28.;CSOMAGOLÓ-3;06:00;22:00;MEGR005
2020.12.29.;HAJLÍTÓ-1;06:00;22:00;MEGR005
2020.12.29.;HAJLÍTÓ-2;06:00;22:00;MEGR005
2020.12.29.;HEGESZTŐ-1;06:00;22:00;MEGR005
2020.12.29.;HEGESZTŐ-2;06:00;22:00;MEGR005
2020.12.29.;HEGESZTŐ-3;06:00;22:00;MEGR005
2020.12.29.;TESZTELŐ-1;06:00;22:00;MEGR005
2020.12.29.;FESTŐ-1;06:00;22:00;MEGR005
2020.12.29.;FESTŐ-2;06:00;22:00;MEGR005
2020.12.29.;FESTŐ-3;06:00;22:00;MEGR005
2020.12.29.;FESTŐ-4;06:00;22:00;MEGR005
2020.12.29.;CSOMAGOLÓ-1;06:00;22:00;MEGR005
2020.12.29.;CSOMAGOLÓ-2;06:00;22:00;MEGR005
2020.12.29.;CSOMAGOLÓ-3;06:00;22:00;MEGR005
2020.12.30.;HAJLÍTÓ-1;06:00;22:00;MEGR005
2020.12.30.;HAJLÍTÓ-2;06:00;22:00;MEGR005
2020.12.30.;HEGESZTŐ-1;06:00;22:00;MEGR005
2020.12.30.;HEGESZTŐ-2;06:00;22:00;MEGR005
2020.12.30.;HEGESZTŐ-3;06:00;22:00;MEGR005
2020.12.30.;TESZTELŐ-1;06:00;22:00;MEGR005
2020.12.30.;FESTŐ-1;06:00;22:00;MEGR005
2020.12.30.;FESTŐ-2;06:00;22:00;MEGR005
2020.12.30.;FESTŐ-3;06:00;22:00;MEGR005
2020.12.30.;FESTŐ-4;06:00;22:00;MEGR005
2020.12.30.;CSOMAGOLÓ-1;06:00;22:00;MEGR005
2020.12.30.;CSOMAGOLÓ-2;06:00;22:00;MEGR005
2020.12.30.;CSOMAGOLÓ-3;06:00;22:00;MEGR005
2020.12.31.;HAJLÍTÓ-1;06:00;22:00;MEGR005
2020.12.31.;HAJLÍTÓ-2;06:00;22:00;MEGR005
2020.12.31.;HEGESZTŐ-1;06:00;22:00;MEGR005
2020.12.31.;HEGESZTŐ-2;06:00;22:00;MEGR005
2020.12.31.;HEGESZTŐ-3;06:00;22:00;MEGR005
2020.12.31.;TESZTELŐ-1;06:00;22:00;MEGR005
2020.12.31.;FESTŐ-1;06:00;22:00;MEGR005
2020.12.31.;FESTŐ-2;06:00;22:00;MEGR005
2020.12.31.;FESTŐ-3;06:00;22:00;MEGR005
2020.12.31.;FESTŐ-4;06:00;22:00;MEGR005
2020.12.31.;CSOMAGOLÓ-1;06:00;22:00;MEGR005
2020.12.31.;CSOMAGOLÓ-2;06:00;22:00;MEGR005
2020.12.31.;CSOMAGOLÓ-3;06:00;22:00;MEGR005
2021.01.01.;HAJLÍTÓ-1;06:00;22:00;MEGR005
2021.01.01.;HAJLÍTÓ-2;06:00;22:00;MEGR005
2021.01.01.;HEGESZTŐ-1;06:00;22:00;MEGR005
2021.01.01.;HEGESZTŐ-2;06:00;22:00;MEGR005
2021.01.01.;HEGESZTŐ-3;06:00;22:00;MEGR005
2021.01.01.;TESZTELŐ-1;06:00;22:00;MEGR005
2021.01.01.;FESTŐ-1;06:00;22:00;MEGR005
2021.01.01.;FESTŐ-2;06:00;22:00;MEGR005
2021.01.01.;FESTŐ-3;06:00;22:00;MEGR005
2021.01.01.;FESTŐ-4;06:00;22:00;MEGR005
2021.01.01.;CSOMAGOLÓ-1;06:00;22:00;MEGR005
2021.01.01.;CSOMAGOLÓ-2;06:00;22:00;MEGR005
2021.01.01.;CSOMAGOLÓ-3;06:00;22:00;MEGR005
2021.01.02.;HAJLÍTÓ-1;06:00;22:00;MEGR005
2021.01.02.;HAJLÍTÓ-2;06:00;22:00;MEGR005
2021.01.02.;HEGESZTŐ-1;06:00;22:00;MEGR005
2021.01.02.;HEGESZTŐ-2;06:00;22:00;MEGR005
2021.01.02.;HEGESZTŐ-3;06:00;22:00;MEGR005
2021.01.02.;TESZTELŐ-1;06:00;22:00;MEGR005
2021.01.02.;FESTŐ-1;06:00;22:00;MEGR005
2021.01.02.;FESTŐ-2;06:00;22:00;MEGR005
2021.01.02.;FESTŐ-3;06:00;22:00;MEGR005
2021.01.02.;FESTŐ-4;06:00;22:00;MEGR005
2021.01.02.;CSOMAGOLÓ-1;06:00;22:00;MEGR005
2021.01.02.;CSOMAGOLÓ-2;06:00;22:00;MEGR005
2021.01.02.;CSOMAGOLÓ-3;06:00;22:00;MEGR005
2021.01.03.;HAJLÍTÓ-1;06:00;22:00;MEGR005
2021.01.03.;HAJLÍTÓ-2;06:00;22:00;MEGR005
2021.01.03.;HEGESZTŐ-1;06:00;22:00;MEGR005
2021.01.03.;HEGESZTŐ-2;06:00;22:00;MEGR005
2021.01.03.;HEGESZTŐ-3;06:00;22:00;MEGR005
2021.01.03.;TESZTELŐ-1;06:00;22:00;MEGR005
2021.01.03.;FESTŐ-1;06:00;22:00;MEGR005
2021.01.03.;FESTŐ-2;06:00;22:00;MEGR005
2021.01.03.;FESTŐ-3;06:00;22:00;MEGR005
2021.01.03.;FESTŐ-4;06:00;22:00;MEGR005
2021.01.03.;CSOMAGOLÓ-1;06:00;22:00;MEGR005
2021.01.03.;CSOMAGOLÓ-2;06:00;22:00;MEGR005
2021.01.03.;CSOMAGOLÓ-3;06:00;22:00;MEGR005
2021.01.04.;HAJLÍTÓ-1;06:00;22:00;MEGR005
2021.01.04.;HAJLÍTÓ-2;06:00;22:00;MEGR005
2021.01.04.;HEGESZTŐ-1;06:00;22:00;MEGR005
2021.01.04.;HEGESZTŐ-2;06:00;22:00;MEGR005
2021.01.04.;HEGESZTŐ-3;06:00;22:00;MEGR005
2021.01.04.;TESZTELŐ-1;06:00;22:00;MEGR005
2021.01.04.;FESTŐ-1;06:00;22:00;MEGR005
2021.01.04.;FESTŐ-2;06:00;22:00;MEGR005
2021.01.04.;FESTŐ-3;06:00;22:00;MEGR005
2021.01.04.;FESTŐ-4;06:00;22:00;MEGR005
2021.01.04.;CSOMAGOLÓ-1;06:00;22:00;MEGR005
2021.01.04.;CSOMAGOLÓ-2;06:00;22:00;MEGR005
2021.01.04.;CSOMAGOLÓ-3;06:00;22:00;MEGR005
2021.01.05.;HAJLÍTÓ-1;06:00;22:00;MEGR005
2021.01.05.;HAJLÍTÓ-2;06:00;22:00;MEGR005
2021.01.05.;HEGESZTŐ-1;06:00;22:00;MEGR005
2021.01.05.;HEGESZTŐ-2;06:00;22:00;MEGR005
2021.01.05.;HEGESZTŐ-3;06:00;22:00;MEGR005
2021.01.05.;TESZTELŐ-1;06:00;22:00;MEGR005
2021.01.05.;FESTŐ-1;06:00;22:00;MEGR005
2021.01.05.;FESTŐ-2;06:00;22:00;MEGR005
2021.01.05.;FESTŐ-3;06:00;22:00;MEGR005
2021.01.05.;FESTŐ-4;06:00;22:00;MEGR005
2021.01.05.;CSOMAGOLÓ-1;06:00;22:00;MEGR005
2021.01.05.;CSOMAGOLÓ-2;06:00;22:00;MEGR005
2021.01.05.;CSOMAGOLÓ-3;06:00;22:00;MEGR005
2021.01.06.;HAJLÍTÓ-1;06:00;22:00;MEGR005
2021.01.06.;HAJLÍTÓ-2;06:00;22:00;MEGR005
2021.01.06.;HEGESZTŐ-1;06:00;22:00;MEGR005
2021.01.06.;HEGESZTŐ-2;06:00;22:00;MEGR005
2021.01.06.;HEGESZTŐ-3;06:00;22:00;MEGR005
2021.01.06.;TESZTELŐ-1;06:00;22:00;MEGR005
2021.01.06.;FESTŐ-1;06:00;22:00;MEGR005
2021.01.06.;FESTŐ-2;06:00;22:00;MEGR005
2021.01.06.;FESTŐ-3;06:00;22:00;MEGR005
2021.01.06.;FESTŐ-4;06:00;22:00;MEGR005
2021.01.06.;CSOMAGOLÓ-1;06:00;22:00;MEGR005
2021.01.06.;CSOMAGOLÓ-2;06:00;22:00;MEGR005
2021.01.06.;CSOMAGOLÓ-3;06:00;22:00;MEGR005
2021.01.07.;HAJLÍTÓ-1;06:00;22:00;MEGR005
2021.01.07.;HAJLÍTÓ-2;06:00;22:00;MEGR005
2021.01.07.;HEGESZTŐ-1;06:00;22:00;MEGR005
2021.01.07.;HEGESZTŐ-2;06:00;22:00;MEGR005
2021.01.07.;HEGESZTŐ-3;06:00;22:00;MEGR005
2021.01.07.;TESZTELŐ-1;06:00;22:00;MEGR005
2021.01.07.;FESTŐ-1;06:00;22:00;MEGR005
2021.01.07.;FESTŐ-2;06:00;22:00;MEGR005
2021.01.07.;FESTŐ-3;06:00;22:00;MEGR005
2021.01.07.;FESTŐ-4;06:00;22:00;MEGR005
2021.01.07.;CSOMAGOLÓ-1;06:00;22:00;MEGR005
2021.01.07.;CSOMAGOLÓ-2;06:00;22:00;MEGR005
2021.01.07.;CSOMAGOLÓ-3;06:00;22:00;MEGR005
2021.01.08.;HAJLÍTÓ-1;06:00;15:51;MEGR005
2021.01.08.;HAJLÍTÓ-2;06:00;15:51;MEGR005
2021.01.08.;HEGESZTŐ-1;06:00;15:46;MEGR005
2021.01.08.;HEGESZTŐ-2;06:00;16:01;MEGR005
2021.01.08.;HEGESZTŐ-3;06:00;16:01;MEGR005
2021.01.08.;TESZTELŐ-1;06:00;16:11;MEGR005
2021.01.08.;FESTŐ-1;06:00;16:04;MEGR005
2021.01.08.;FESTŐ-2;06:00;16:09;MEGR005
2021.01.08.;FESTŐ-3;06:00;16:19;MEGR005
2021.01.08.;FESTŐ-4;06:00;16:24;MEGR005
2021.01.08.;CSOMAGOLÓ-1;06:00;16:21;MEGR005
2021.01.08.;CSOMAGOLÓ-2;06:00;16:31;MEGR005
2021.01.08.;CSOMAGOLÓ-3;06:00;16:36;MEGR005
